Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Assembly Name	Assembly Accession	Annotation Name	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Assembly Submitter	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Assembly Stats Contig N50	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Assembly BioSample Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title
Pectobacterium brasiliense		SX309				ASM206811v1	GCF_002068115.1	From INSDC submitter									Chinese Academy of Agricultural Sciences	4966299	Complete Genome	2017-03-22	4966299	4406	4218	SAMN06605957	PRJNA379343			Pectobacterium brasiliense strain:SX309 Genome sequencing
Pectobacterium brasiliense		BZA12				ASM276403v1	GCF_002764035.1	From INSDC submitter									Shenyang Agricultural University	4924809	Complete Genome	2017-11-13	4924809	4404	4232	SAMN07961732	PRJNA416681			Pectobacterium carotovorum subsp. brasiliense strain:BZA12 Genome sequencing
Pectobacterium brasiliense		F157				ASM293053v1	GCF_002930535.1	From INSDC submitter									Institute of Bioorganic Chemistry	4863659	Contig	2018-02-16	477849	4382	4234	SAMN08141583	PRJNA400696			Soft rot pathogens Genome sequencing and assembly
Pectobacterium brasiliense		F152				ASM293055v1	GCF_002930555.1	From INSDC submitter									Institute of Bioorganic Chemistry	4765091	Contig	2018-02-16	174410	4391	4202	SAMN08141585	PRJNA400696			Soft rot pathogens Genome sequencing and assembly
Pectobacterium brasiliense		F126				ASM399051v1	GCF_003990515.1	From INSDC submitter									Institute of Bioorganic Chemistry	5026308	Contig	2019-01-02	294137	4481	4317	SAMN10496967	PRJNA400696			Soft rot pathogens Genome sequencing and assembly
Pectobacterium brasiliense		F126				ASM399051v2	GCF_003990515.2	From INSDC submitter									Institute of Bioorganic Chemistry	5052362	Complete Genome	2020-12-01	5052362	4468	4322	SAMN10496967	PRJNA400696			Soft rot pathogens Genome sequencing and assembly
Pectobacterium brasiliense		CFBP5381				ASM1344947v1	GCF_013449475.1	From INSDC submitter									Sorbonne University	4600084	Scaffold	2020-07-21	122817	4124	3954	SAMN15366395	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium brasiliense		CFBP3230				ASM1344948v1	GCF_013449485.1	From INSDC submitter									Sorbonne University	4850518	Scaffold	2020-07-21	221995	4310	4128	SAMN15366239	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium brasiliense		CFBP7357				ASM1344953v1	GCF_013449535.1	From INSDC submitter									Sorbonne University	4805970	Scaffold	2020-07-21	178378	4376	4189	SAMN15366440	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium brasiliense		CFBP8736				ASM1344968v1	GCF_013449685.1	From INSDC submitter									Sorbonne University	4665864	Scaffold	2020-07-21	89685	4372	4088	SAMN15366227	PRJNA639025			Pectobacterium genomes sequencing and assembly
Pectobacterium brasiliense		ZLMLSHJ5				ASM1686497v1	GCF_016864975.1	From INSDC submitter									Fujian Academy of Agricultural Sciences	4700945	Complete Genome	2021-02-11	4700945	4165	4021	SAMN16287596	PRJNA666279			Complete genome sequences of three Pectobacterium strains isolated from potato plant with blackleg symptoms and comparative genomic analyses
Pectobacterium brasiliense		IPO:4134 NAK:395				ASM1694423v1	GCF_016944235.1	From INSDC submitter									Wageningen Plant Research	5049889	Complete Genome	2021-02-25	5049889	4454	4295	SAMN15660276	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4132 NAK:239				ASM1694425v1	GCF_016944255.1	From INSDC submitter									Wageningen Plant Research	4832085	Complete Genome	2021-02-25	4832085	4309	4151	SAMN15660313	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4071 NAK:240				ASM1694427v1	GCF_016944275.1	From INSDC submitter									Wageningen Plant Research	5127417	Complete Genome	2021-02-25	5127417	4534	4364	SAMN15660298	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4065 NAK:223				ASM1694429v1	GCF_016944295.1	From INSDC submitter									Wageningen Plant Research	5059267	Complete Genome	2021-02-25	5059267	4467	4289	SAMN15660296	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4062 NAK:237				ASM1694431v1	GCF_016944315.1	From INSDC submitter									Wageningen Plant Research	4832397	Complete Genome	2021-02-25	4832397	4340	4177	SAMN15660315	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4060 NAK:251				ASM1694443v1	GCF_016944435.1	From INSDC submitter									Wageningen Plant Research	5063001	Complete Genome	2021-02-25	5063001	4447	4279	SAMN15660312	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4057 NAK:249				ASM1694455v1	GCF_016944555.1	From INSDC submitter									Wageningen Plant Research	5137126	Complete Genome	2021-02-25	5137126	4547	4385	SAMN15660314	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3710 NAK:380				ASM1694459v1	GCF_016944595.1	From INSDC submitter									Wageningen Plant Research	5072816	Complete Genome	2021-02-25	5072816	4478	4304	SAMN15660291	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3649 NAK:375				ASM1694461v1	GCF_016944615.1	From INSDC submitter									Wageningen Plant Research	5057861	Complete Genome	2021-02-25	5057861	4464	4290	SAMN15660289	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:468				ASM1694905v1	GCF_016949055.1	From INSDC submitter									Wageningen Plant Research	4628076	Scaffold	2021-02-25	187558	4358	4071	SAMN15660287	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:470				ASM1694909v1	GCF_016949095.1	From INSDC submitter									Wageningen Plant Research	4725455	Scaffold	2021-02-25	130338	4452	4196	SAMN15660288	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:434				ASM1694913v1	GCF_016949135.1	From INSDC submitter									Wageningen Plant Research	4730373	Scaffold	2021-02-25	180665	4257	4118	SAMN15660283	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:432				ASM1694914v1	GCF_016949145.1	From INSDC submitter									Wageningen Plant Research	4723893	Scaffold	2021-02-25	174295	4320	4138	SAMN15660281	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:466				ASM1694915v1	GCF_016949155.1	From INSDC submitter									Wageningen Plant Research	4891259	Scaffold	2021-02-25	547568	4416	4251	SAMN15660285	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:435				ASM1694919v1	GCF_016949195.1	From INSDC submitter									Wageningen Plant Research	4737367	Scaffold	2021-02-25	160363	4269	4114	SAMN15660284	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:433				ASM1694921v1	GCF_016949215.1	From INSDC submitter									Wageningen Plant Research	4540814	Scaffold	2021-02-25	112918	4257	3961	SAMN15660282	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:430				ASM1694923v1	GCF_016949235.1	From INSDC submitter									Wageningen Plant Research	5002682	Scaffold	2021-02-25	264202	4446	4302	SAMN15660279	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4131 NAK:399 JGAR:16 180717-4				ASM1694925v1	GCF_016949255.1	From INSDC submitter									Wageningen Plant Research	4894493	Scaffold	2021-02-25	483192	4382	4245	SAMN15660277	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:431				ASM1694927v1	GCF_016949275.1	From INSDC submitter									Wageningen Plant Research	5091463	Scaffold	2021-02-25	264202	4546	4403	SAMN15660280	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:396				ASM1694929v1	GCF_016949295.1	From INSDC submitter									Wageningen Plant Research	4760560	Scaffold	2021-02-25	230520	4294	4145	SAMN15660273	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:397				ASM1694931v1	GCF_016949315.1	From INSDC submitter									Wageningen Plant Research	5107335	Scaffold	2021-02-25	276156	4603	4443	SAMN15660274	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4135 NAK:383				ASM1694933v1	GCF_016949335.1	From INSDC submitter									Wageningen Plant Research	5096024	Scaffold	2021-02-25	264202	4547	4405	SAMN15660275	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:385				ASM1694934v1	GCF_016949345.1	From INSDC submitter									Wageningen Plant Research	4748136	Scaffold	2021-02-25	261415	4315	4160	SAMN15660272	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:384				ASM1694935v1	GCF_016949355.1	From INSDC submitter									Wageningen Plant Research	5101799	Scaffold	2021-02-25	264204	4558	4414	SAMN15660271	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3711 NAK:381				ASM1694937v1	GCF_016949375.1	From INSDC submitter									Wageningen Plant Research	5027724	Scaffold	2021-02-25	264207	4490	4326	SAMN15660321	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3709 NAK:379 112-1c				ASM1694943v1	GCF_016949435.1	From INSDC submitter									Wageningen Plant Research	5112456	Scaffold	2021-02-25	267039	4571	4423	SAMN15660294	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4056 NAK:264 GBBC:1756				ASM1694951v1	GCF_016949515.1	From INSDC submitter									Wageningen Plant Research	4658289	Scaffold	2021-02-25	853099	4205	4065	SAMN15660278	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3650 NAK:376				ASM1694952v1	GCF_016949525.1	From INSDC submitter									Wageningen Plant Research	5001990	Scaffold	2021-02-25	266940	4444	4304	SAMN15660290	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3708 NAK:378 99a				ASM1694954v1	GCF_016949545.1	From INSDC submitter									Wageningen Plant Research	5056980	Contig	2021-02-25	276076	4542	4367	SAMN15660293	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3707 NAK:377 77a				ASM1694959v1	GCF_016949595.1	From INSDC submitter									Wageningen Plant Research	5061132	Scaffold	2021-02-25	264206	4529	4382	SAMN15660292	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4066 NAK:259				ASM1694965v1	GCF_016949655.1	From INSDC submitter									Wageningen Plant Research	5045193	Scaffold	2021-02-25	276150	4512	4368	SAMN15660311	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:254				ASM1694970v1	GCF_016949705.1	From INSDC submitter									Wageningen Plant Research	4813663	Scaffold	2021-02-25	330925	4339	4213	SAMN15660310	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:252				ASM1694973v1	GCF_016949735.1	From INSDC submitter									Wageningen Plant Research	4828369	Scaffold	2021-02-25	179732	4352	4194	SAMN15660308	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:250				ASM1694977v1	GCF_016949775.1	From INSDC submitter									Wageningen Plant Research	4704094	Scaffold	2021-02-25	997379	4215	4091	SAMN15660303	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4073 NAK:248				ASM1694979v1	GCF_016949795.1	From INSDC submitter									Wageningen Plant Research	4881430	Scaffold	2021-02-25	322717	4396	4263	SAMN15660307	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:243				ASM1694983v1	GCF_016949835.1	From INSDC submitter									Wageningen Plant Research	5033639	Scaffold	2021-02-25	264018	4480	4341	SAMN15660300	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:245				ASM1694985v1	GCF_016949855.1	From INSDC submitter									Wageningen Plant Research	4746856	Scaffold	2021-02-25	318588	4281	4139	SAMN15660301	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:247				ASM1694987v1	GCF_016949875.1	From INSDC submitter									Wageningen Plant Research	5015564	Scaffold	2021-02-25	266940	4442	4308	SAMN15660302	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		NAK:241				ASM1694988v1	GCF_016949885.1	From INSDC submitter									Wageningen Plant Research	5004353	Scaffold	2021-02-25	276072	4450	4310	SAMN15660299	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4058 NAK:235				ASM1694991v1	GCF_016949915.1	From INSDC submitter									Wageningen Plant Research	4726163	Scaffold	2021-02-25	239210	4253	4103	SAMN15660305	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4068 NAK:256				ASM1694997v1	GCF_016949975.1	From INSDC submitter									Wageningen Plant Research	4683104	Contig	2021-02-25	4436369	4247	4078	SAMN15660316	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4055 NAK:152 GBBC:1819				ASM1694999v1	GCF_016949995.1	From INSDC submitter									Wageningen Plant Research	5057400	Scaffold	2021-02-25	253438	4556	4362	SAMN15660295	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4067 NAK:257				ASM1695001v1	GCF_016950015.1	From INSDC submitter									Wageningen Plant Research	4685409	Contig	2021-02-25	2619903	4213	4037	SAMN15660304	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3844 NAK:382 JGAR:12				ASM1695007v1	GCF_016950075.1	From INSDC submitter									Wageningen Plant Research	4815292	Contig	2021-02-25	4094136	4327	4148	SAMN15660317	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:4064 NAK:242				ASM1695008v1	GCF_016950085.1	From INSDC submitter									Wageningen Plant Research	5125342	Contig	2021-02-25	1556647	4628	4337	SAMN15660306	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3843 JGAR:11				ASM1695012v1	GCF_016950125.1	From INSDC submitter									Wageningen Plant Research	4996909	Scaffold	2021-02-25	266940	4427	4298	SAMN15660322	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3630				ASM1695017v1	GCF_016950175.1	From INSDC submitter									Wageningen Plant Research	4774546	Contig	2021-02-25	208749	4265	4134	SAMN15660326	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3644				ASM1695018v1	GCF_016950185.1	From INSDC submitter									Wageningen Plant Research	4947757	Scaffold	2021-02-25	39925	4547	4214	SAMN15660327	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3628				ASM1695019v1	GCF_016950195.1	From INSDC submitter									Wageningen Plant Research	4855621	Scaffold	2021-02-25	284346	4353	4198	SAMN15660325	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3643				ASM1695022v1	GCF_016950225.1	From INSDC submitter									Wageningen Plant Research	4985501	Scaffold	2021-02-25	227585	4430	4289	SAMN15660323	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3540 CFBP:6617 ATCC:BAA-417 IBSBF:1692				ASM1695025v1	GCF_016950255.1	From INSDC submitter									Wageningen Plant Research	4880585	Contig	2021-02-25	3291298	4351	4139	SAMN15660329	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:0821 SCRI:133				ASM1695028v1	GCF_016950285.1	From INSDC submitter									Wageningen Plant Research	4664813	Scaffold	2021-02-25	595412	4155	4032	SAMN15660324	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:0590				ASM1695031v1	GCF_016950315.1	From INSDC submitter									Wageningen Plant Research	4913655	Contig	2021-02-25	79855	4514	4287	SAMN15660328	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		IPO:3649 NAK:55				ASM1698859v1	GCF_016988595.1	From INSDC submitter									Wageningen Plant Research	5065773	Scaffold	2021-02-26	215040	4606	4459	SAMN15660330	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium brasiliense		BL-2				ASM1725507v1	GCF_017255075.1	From INSDC submitter									Hebei Academy of Agricultural and Forestry Sciences	4797660	Scaffold	2021-03-06	357113	4270	4129	SAMN18024966	PRJNA650563			Pectobacterium carotovorum and Pectobacterium brasiliense Genome sequencing and assembly
Pectobacterium brasiliense		A1				ASM1942632v1	GCF_019426325.1	From INSDC submitter									UNAM FES IZTACALA	4496704	Contig	2021-07-30	46958	4033	3923	SAMN16451445	PRJNA669375			Pectobacterium sp. isolated from the soft rot of the columnar cactus Neobuxbaumia tetetzo
Pectobacterium brasiliense		SR11				ASM2029542v1	GCF_020295425.1	From INSDC submitter									Iowa State University	4850767	Contig	2021-10-05	418405	4423	4275	SAMN21916064	PRJNA767613			Pectobacterium soft rot genomes
