sampleId	sampleName	source	AssemblyAccession	AssemblyName	SpeciesName	taxonomy_corrected	SpeciesTaxid	Organism	AssemblyStatus	AssemblyType	BioSampleAccn	strain	geo_loc_name	geo_loc_country	collection_year	collection_date	host	isolation_source	env_broad_scale	env_local_scale	env_medium	length	GC_per	n_contigs	N50	N90	L50	L90	auN	N_per_100kb	contigs_gt_0kb	contigs_gt_1kb	contigs_gt_5kb	contigs_gt_10kb	contigs_gt_25kb	contigs_gt_50kb	length_gt_0kb	length_gt_1kb	length_gt_5kb	length_gt_10kb	length_gt_25kb	length_gt_50kb	largest_contig	buscog.complete	buscog.complete_single_copy	buscog.complete_duplicated	buscog.fragmented	buscog.missing	buscog.total	buscop.complete	buscop.complete_single_copy	buscop.complete_duplicated	buscop.fragmented	buscop.missing	buscop.total	submission_y	SubmissionDate	SubmitterOrganization	FtpPath_RefSeq	FtpPath_GenBank	Id	taxonomy_check_status	taxonomy_check_method	representative_status	ExclFromRefSeq	Anomalous	replaced	synonym_GB	synonym_RS	synonym_similarity	sample_type	collected_by	lat_lon	num_replicons	biomaterial_provider	isol_growth_condt	ref_biomaterial	sample_name	sub_species	project_name	culture_collection	ena_first_public	ena_last_update	external_id	insdc_center_alias	insdc_center_name	insdc_first_public	insdc_last_update	insdc_status	submitter_id	ena_checklist	depth	host_tissue_sampled	altitude	investigation_type	sequencing_method	type_material	geographic_location_latitude	geographic_location_longitude	temp	geographic_location_depth	locus_tag_prefix	water_environmental_package	identified_by	plant_associated_environmental_package	biotic_relationship	rel_to_oxygen	habitat	cell_shape	disease	environmental_sample	gold_stamp_id	gram_staining	host_taxid	motility	note	oxygen_requirement	pathogenicity	phenotypes	samp_collect_device	samp_mat_process	samp_size	serotype	sporulation	target_gene	target_subfragment	temperature_range	assembly_method	broker_name	check_list_type	climate_environment	estimated_size	gcat_id	genome_coverage	geographic_location_elevation	health_state	health_status_of_host	host_age	host_height	host_infra_specific_name	host_infra_specific_rank	host_life_stage	latitude	longitude	oxy_stat_samp	plant_body_site	reference_guided_assembly	relevant_e_resources	samp_store_dur	samp_store_temp	season_environment	sequencing_technology	soil_environmental_package	source_material_id	subsrc_note	tax_id	trophic_level	symptom_per_2019	symptom_per_2020	symptom_per_2021	virulence.old	virulence	virulence_pcr
GCF_018094745.1_ASM1809474v1	GCF_018094745.1	NCBI	GCF_018094745.1	ASM1809474v1	Pectobacterium versatile	FALSE	2488639	Pectobacterium versatile (enterobacteria)	Contig	haploid	SAMN12913089	NY1762B	USA: New York State	United States	2017	2017-01-01	potato	NA	NA	NA	NA	4954738	51.81	155	73104	19909	20	73	86450.6	0	203	138	114	90	65	30	4970365	4942362	4889413	4714354	4298485	3085256	211035	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-04-19T00:00:00Z	Cornell University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/094/745/GCF_018094745.1_ASM1809474v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/094/745/GCA_018094745.1_ASM1809474v1	9898931	OK	NCBI_ANI	NA	NA	NA	NA	GCA_018094745.1	GCF_018094745.1	identical	Tissue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_018094705.1_ASM1809470v1	GCF_018094705.1	NCBI	GCF_018094705.1	ASM1809470v1	Pectobacterium versatile	FALSE	2488639	Pectobacterium versatile (enterobacteria)	Contig	haploid	SAMN12913091	NY1766A	USA: New York State	United States	2017	2017-01-01	potato	NA	NA	NA	NA	4958443	51.79	147	66537	19266	23	75	81592.8	0	180	134	111	95	67	33	4968660	4948240	4891861	4773465	4310742	3119807	210146	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-04-19T00:00:00Z	Cornell University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/094/705/GCF_018094705.1_ASM1809470v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/094/705/GCA_018094705.1_ASM1809470v1	9898911	OK	NCBI_ANI	NA	NA	NA	NA	GCA_018094705.1	GCF_018094705.1	identical	Tissue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_018094685.1_ASM1809468v1	GCF_018094685.1	NCBI	GCF_018094685.1	ASM1809468v1	Pectobacterium versatile	FALSE	2488639	Pectobacterium versatile (enterobacteria)	Contig	haploid	SAMN12913090	NY1765A	USA: New York State	United States	2017	2017-01-01	potato	NA	NA	NA	NA	5015717	51.89	148	87373	19294	19	65	92543.7	0	194	125	101	85	57	31	5030614	4998299	4928818	4808166	4338880	3377819	189001	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-04-19T00:00:00Z	Cornell University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/094/685/GCF_018094685.1_ASM1809468v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/094/685/GCA_018094685.1_ASM1809468v1	9898901	OK	NCBI_ANI	NA	NA	NA	NA	GCA_018094685.1	GCF_018094685.1	identical	Tissue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_018094665.1_ASM1809466v1	GCF_018094665.1	NCBI	GCF_018094665.1	ASM1809466v1	Pectobacterium versatile	FALSE	2488639	Pectobacterium versatile (enterobacteria)	Contig	haploid	SAMN12913092	NY1788A	USA: New York State	United States	2017	2017-01-01	potato	NA	NA	NA	NA	5198005	51.69	224	47249	13608	33	106	59290.8	0	289	202	147	119	78	30	5218926	5182581	5056383	4844877	4178551	2470929	195856	99.318	98.864	0.455	0.455	0.227	440	99.318	98.864	0.455	0.227	0.455	440	2021	2021-04-19T00:00:00Z	Cornell University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/094/665/GCF_018094665.1_ASM1809466v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/094/665/GCA_018094665.1_ASM1809466v1	9898891	OK	NCBI_ANI	NA	NA	NA	NA	GCA_018094665.1	GCF_018094665.1	identical	Tissue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_017426805.1_Pca	GCA_017426805.1	NCBI	GCA_017426805.1	Pca	Pectobacterium actinidiae	FALSE	1507808	Pectobacterium actinidiae (enterobacteria)	Contig	haploid	SAMN10810916	IBSBF 3260	Brazil: Santa Catarina State	Brazil	2018	2018-06-01	Pyrus communis	NA	Atlantic Forest biome	orchard	plant tissue	13674493	58.87	4926	5949	905	246	3117	82719.8	0	4929	2774	328	105	42	28	13675645	11981597	7287658	5777903	4881718	4389661	484817	91.364	80.682	10.682	7.045	1.591	440	91.364	80.682	10.682	7.045	1.591	440	2021	2021-03-18T00:00:00Z	Federal University of Rio Grande do Sul	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/426/805/GCA_017426805.1_Pca	9561601	OK	NCBI_ANI	NA	contaminated;fragmented assembly	contaminated	NA	GCA_017426805.1	NA	NA	NA	NA	26.27 S 50.13 W	1	NA	Isolation was carried out on King B medium. Plates were incubated at 28 C during 48 h	YJ Koh, GH Kim, YS Lee, SH Sohn, HS Koh, S Kwon, S Heu & JS Jung (2012) Pectobacterium carotovorum subsp. actinidiae subsp. nov., a new bacterial pathogen causing canker-like symptoms in yellow kiwifruit, Actinidia chinensis, New Zealand Journal of Crop and Horticultural Science, 40:4, 269-279, DOI: 10.1080/01140671.2012.707129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	554	NA	NA	NA	NA	NA	NA	NA
GCF_017255075.1_ASM1725507v1	GCF_017255075.1	NCBI	GCF_017255075.1	ASM1725507v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN18024966	BL-2	China: Chengde potato field	China	2018	2018-08-22	potato	NA	cool	low temperature	potato stem	4797660	52.08	31	357113	98920	5	13	407079.9	0.21	31	30	26	24	20	16	4797660	4797109	4789526	4777656	4695118	4563067	691500	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-03-06T00:00:00Z	Hebei Academy of Agricultural and Forestry Sciences	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/255/075/GCF_017255075.1_ASM1725507v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/255/075/GCA_017255075.1_ASM1725507v1	9468461	OK	NCBI_ANI	NA	NA	NA	NA	GCA_017255075.1	GCF_017255075.1	identical	NA	NA	42 N 117 E	1	NA	LB medium	research paper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_015689195.1_ASM1568919v1	GCF_015689195.1	NCBI	GCF_015689195.1	ASM1568919v1	Pectobacterium aroidearum	FALSE	1201031	Pectobacterium aroidearum (enterobacteria)	Complete Genome	haploid	SAMN16830343	L6	China: Haikou, Hainan province	China	2019	2019-01-01	Syngonium podophyllum	leaf	NA	NA	NA	4995896	51.84	1	4995896	4995896	1	1	4995896	0	1	1	1	1	1	1	4995896	4995896	4995896	4995896	4995896	4995896	4995896	99.545	99.318	0.227	0.227	0.227	440	99.318	99.091	0.227	0.227	0.455	440	2020	2020-11-25T00:00:00Z	Hainan University	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/689/195/GCF_015689195.1_ASM1568919v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/689/195/GCA_015689195.1_ASM1568919v1	9404291	OK	inhouse_fastANI	representative genome	NA	NA	NA	GCA_015689195.1	GCF_015689195.1	identical	NA	Peidong Xu, Huanwei Wang, Chunxiu Qin, Zengping Li, Chunhua Lin, Wenbo Liu	20.03 N 110.19 E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016988595.1_ASM1698859v1	GCF_016988595.1	NCBI	GCF_016988595.1	ASM1698859v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660330	IPO:3649 NAK:55	Netherlands: Flevoland, Emmeloord	Netherlands	2013	2013-01-01	Solanum tuberosum	Asymptomatic potato plant	NA	NA	NA	5008400	51.84	51	223323	74297	7	22	301821.8	14.74	247	45	36	34	31	23	5065773	5004531	4983765	4969182	4909190	4621115	825339	99.545	99.318	0.227	0.227	0.227	440	99.545	99.318	0.227	0.227	0.227	440	2021	2021-02-26T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/988/595/GCF_016988595.1_ASM1698859v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/988/595/GCA_016988595.1_ASM1698859v1	9323271	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016988595.1	GCF_016988595.1	identical	cell culture	Robert Vreeburg	NA	NA	NAK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	avirulent	NA
GCF_016950315.1_ASM1695031v1	GCF_016950315.1	NCBI	GCF_016950315.1	ASM1695031v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Contig	haploid	SAMN15660328	IPO:0590	Peru	Peru	1979	1979-01-01	Solanum tuberosum	NA	NA	NA	NA	4912014	51.07	120	79855	24137	20	65	92707	0	125	113	96	84	63	33	4913655	4906359	4859272	4772345	4386506	3337164	233485	99.318	99.091	0.227	0.455	0.227	440	99.091	98.864	0.227	0.455	0.455	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/315/GCF_016950315.1_ASM1695031v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/315/GCA_016950315.1_ASM1695031v1	9319321	Inconclusive	NCBI_ANI	NA	NA	NA	NA	GCA_016950315.1	GCF_016950315.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3200 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016950285.1_ASM1695028v1	GCF_016950285.1	NCBI	GCF_016950285.1	ASM1695028v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660324	IPO:0821 SCRI:133	Israel	Israel	1986	1986-01-01	Solanum tuberosum	NA	NA	NA	NA	4664813	52.14	17	1302804	216955	2	6	1120429.6	60.6	17	16	13	10	9	8	4664813	4663826	4659330	4643870	4618899	4588284	1743065	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/285/GCF_016950285.1_ASM1695028v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/285/GCA_016950285.1_ASM1695028v1	9319311	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016950285.1	GCF_016950285.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tuber	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016950275.1_ASM1695027v1	GCF_016950275.1	NCBI	GCF_016950275.1	ASM1695027v1	Pectobacterium parmentieri	FALSE	1905730	Pectobacterium parmentieri (enterobacteria)	Scaffold	haploid	SAMN15660320	IPO:1955	NA	NA	2002	2002-01-01	NA	NA	NA	NA	NA	4905549	50.48	41	403500	94985	4	14	451900.9	31.05	63	33	27	24	22	16	4912241	4899802	4890429	4875011	4849741	4637356	860144	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/275/GCF_016950275.1_ASM1695027v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/275/GCA_016950275.1_ASM1695027v1	9319291	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016950275.1	GCF_016950275.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016950255.1_ASM1695025v1	GCF_016950255.1	NCBI	GCF_016950255.1	ASM1695025v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Contig	haploid	SAMN15660329	IPO:3540 CFBP:6617 ATCC:BAA-417 IBSBF:1692	Brazil: Rio Grande do Sul, Planalto	Brazil	1999	1999-01-01	Solanum tuberosum cv. Elvira	NA	NA	NA	NA	4880585	52.16	7	3291298	432914	1	3	2490038.3	0	7	7	6	4	4	4	4880585	4880585	4876746	4860765	4860765	4860765	3291298	98.864	97.5	1.364	0.682	0.455	440	98.636	97.273	1.364	0.682	0.682	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/255/GCF_016950255.1_ASM1695025v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/255/GCA_016950255.1_ASM1695025v1	9319241	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016950255.1	GCF_016950255.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	CFBP:6617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	type strain of Pectobacterium brasiliense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016950225.1_ASM1695022v1	GCF_016950225.1	NCBI	GCF_016950225.1	ASM1695022v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660323	IPO:3643	NA	NA	NA	NA	Solanum tuberosum	NA	NA	NA	NA	4985002	52.03	60	254536	49225	7	22	318455	8.63	61	57	42	36	31	21	4985501	4983107	4950871	4908383	4843824	4470699	820099	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/225/GCF_016950225.1_ASM1695022v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/225/GCA_016950225.1_ASM1695022v1	9319221	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016950225.1	GCF_016950225.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016950185.1_ASM1695018v1	GCF_016950185.1	NCBI	GCF_016950185.1	ASM1695018v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660327	IPO:3644	Netherlands	Netherlands	NA	NA	Solanum tuberosum	NA	NA	NA	NA	4947260	51.97	252	42942	9627	36	126	53943.8	38.1	253	237	169	123	71	23	4947757	4937001	4764700	4430623	3606413	1905132	192283	96.818	96.364	0.455	2.727	0.455	440	96.364	95.909	0.455	2.045	1.591	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/185/GCF_016950185.1_ASM1695018v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/185/GCA_016950185.1_ASM1695018v1	9319211	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016950185.1	GCF_016950185.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016950195.1_ASM1695019v1	GCF_016950195.1	NCBI	GCF_016950195.1	ASM1695019v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Scaffold	haploid	SAMN15660325	IPO:3628	South Africa: Eastern Freestate region	South Africa	NA	NA	Solanum tuberosum	NA	NA	NA	NA	4855621	51.81	49	389634	74520	5	17	368074.9	1.3	49	46	33	28	25	19	4855621	4853501	4820109	4780925	4747387	4541045	669560	99.545	98.864	0.682	0.227	0.227	440	99.545	98.864	0.682	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/195/GCF_016950195.1_ASM1695019v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/195/GCA_016950195.1_ASM1695019v1	9319201	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016950195.1	GCF_016950195.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tuber	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_016950175.1_ASM1695017v1	GCF_016950175.1	NCBI	GCF_016950175.1	ASM1695017v1	Pectobacterium brasiliense	FALSE	180957	Pectobacterium brasiliense (enterobacteria)	Contig	haploid	SAMN15660326	IPO:3630	South Africa: Kwazulu-Natal region	South Africa	NA	NA	Solanum tuberosum	NA	NA	NA	NA	4774546	52.09	55	208749	78008	9	23	211987.6	0.54	55	50	38	36	30	25	4774546	4771287	4742086	4724295	4620205	4446363	395467	99.545	99.091	0.455	0.227	0.227	440	99.545	99.091	0.455	0.227	0.227	440	2021	2021-02-25T00:00:00Z	Wageningen Plant Research	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/950/175/GCF_016950175.1_ASM1695017v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/950/175/GCA_016950175.1_ASM1695017v1	9319191	OK	NCBI_ANI	NA	NA	NA	NA	GCA_016950175.1	GCF_016950175.1	identical	cell culture	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tuber	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
